,movieId,rating,title,genres,relevance
31,32,3.8980546909737663,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,0.1981276595744681
32,33,3.007692307692308,Wings of Courage (1995),Adventure|Romance|IMAX,0.10980939716312056
33,34,3.643094093938924,Babe (1995),Children|Drama,0.11011546985815603
34,35,3.5016744809109177,Carrington (1995),Drama|Romance,0.10163275709219859
35,36,3.942717093565285,Dead Man Walking (1995),Crime|Drama,0.1505675975177305
36,37,3.0176470588235293,Across the Sea of Time (1995),Documentary|IMAX,0.14600310283687942
37,38,2.857789855072464,It Takes Two (1995),Children|Comedy,0.06677504432624114
38,39,3.413632208425383,Clueless (1995),Comedy|Romance,0.10482890070921985
39,40,3.646726862302483,"Cry, the Beloved Country (1995)",Drama,0.08730208333333334
40,41,3.8521006611217743,Richard III (1995),Drama|War,0.1224804964539007
41,42,3.0551276854479124,Dead Presidents (1995),Action|Crime|Drama,0.11247584219858156
42,43,3.4684561128526648,Restoration (1995),Drama,0.1296037234042553
43,44,2.653874918201365,Mortal Kombat (1995),Action|Adventure|Fantasy,0.12377925531914893
44,45,3.384361356767044,To Die For (1995),Comedy|Drama|Thriller,0.11355274822695036
45,46,3.2748829953198126,How to Make an American Quilt (1995),Drama|Romance,0.09705031028368793
46,47,4.053492566302111,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,0.2005186170212766
47,48,2.9461137513414077,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.10034064716312056
48,49,3.5847457627118646,When Night Is Falling (1995),Drama|Romance,0.10327836879432624
49,50,4.334372207803259,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0.23173625886524823
50,52,3.541148068669528,Mighty Aphrodite (1995),Comedy|Drama|Romance,0.1231815159574468
51,53,3.6966666666666663,Lamerica (1994),Adventure|Drama,0.07914804964539007
52,54,2.8546025104602517,"Big Green, The (1995)",Children|Comedy,0.0721908244680851
53,55,3.241214057507987,Georgia (1995),Drama,0.09466400709219858
54,56,1.8714285714285717,Kids of the Round Table (1995),Adventure|Children|Fantasy,0.09494547872340425
55,57,3.324518245182452,Home for the Holidays (1995),Drama,0.09796054964539007
56,58,3.978396397956533,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,0.12820744680851062
57,59,3.56020942408377,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,0.11008377659574467
58,60,3.114446380484714,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,0.09238209219858155
59,61,3.3231039017974573,Eye for an Eye (1996),Drama|Thriller,0.0800447695035461
60,62,3.7318249832309993,Mr. Holland's Opus (1995),Drama,0.1300119680851064
61,63,3.06662382176521,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,0.09320811170212766
62,64,2.829817833173538,Two if by Sea (1996),Comedy|Romance,0.08394060283687942
63,65,2.3942228618421053,Bio-Dome (1996),Comedy,0.10132535460992909
64,66,2.144242935470266,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,0.09644082446808509
65,67,3.35,Two Bits (1995),Drama,0.08859796099290779
66,68,3.4369951534733443,French Twist (Gazon maudit) (1995),Comedy|Romance,0.0916156914893617
67,69,3.560634328358209,Friday (1995),Comedy,0.12251839539007092
68,70,3.2774543738200124,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,0.14465314716312055
69,71,2.3552123552123554,Fair Game (1995),Action,0.08312610815602837
70,72,3.502439024390244,Kicking and Screaming (1995),Comedy|Drama,0.0968942819148936
71,73,3.8067681895093055,"Misérables, Les (1995)",Drama|War,0.13475775709219856
72,74,3.3022196926579395,Bed of Roses (1996),Drama|Romance,0.08473781028368794
73,75,2.462365591397849,Big Bully (1996),Comedy|Drama,0.06690846631205673
74,76,3.009023668639053,Screamers (1995),Action|Sci-Fi|Thriller,0.11199046985815603
75,77,3.429864253393665,Nico Icon (1995),Documentary,0.0963843085106383
76,78,3.180668841761827,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,0.10141223404255319
77,79,3.1285456187895213,"Juror, The (1996)",Drama|Thriller,0.07597251773049644
78,80,3.724347826086957,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,0.09707025709219858
79,81,3.267373013399813,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,0.13040846631205674
80,82,4.004925137903862,Antonia's Line (Antonia) (1995),Comedy|Drama,0.12972207446808512
81,83,3.653198653198653,Once Upon a Time... When We Were Colored (1995),Drama|Romance,0.11329765070921986
82,84,3.4177215189873418,Last Summer in the Hamptons (1995),Comedy|Drama,0.08481538120567375
83,85,3.531134856300663,Angels and Insects (1995),Drama|Romance,0.1041992464539007
84,86,3.483402971216342,White Squall (1996),Action|Adventure|Drama,0.11107956560283687
85,87,2.359631147540984,Dunston Checks In (1996),Children|Comedy,0.07537898936170212
86,88,3.1076274671052637,Black Sheep (1996),Comedy,0.0874654255319149
87,89,3.139821373575608,Nick of Time (1995),Action|Thriller,0.10576928191489361
88,90,3.357476635514019,"Journey of August King, The (1995)",Drama,0.08238696808510637
89,92,2.8541033434650456,Mary Reilly (1996),Drama|Horror|Thriller,0.08799157801418439
90,93,2.528738555442523,Vampire in Brooklyn (1995),Comedy|Horror|Romance,0.08498736702127659
91,94,3.526923076923077,Beautiful Girls (1996),Comedy|Drama|Romance,0.12283577127659574
92,95,3.0946435034382915,Broken Arrow (1996),Action|Adventure|Thriller,0.10114494680851063
93,96,3.6873706004140794,In the Bleak Midwinter (1995),Comedy|Drama,0.10187367021276596
94,97,3.996434029546613,"Hate (Haine, La) (1995)",Crime|Drama,0.14195899822695035
95,98,2.4876543209876543,Shopping (1994),Action|Thriller,0.09229454787234043
96,99,3.105371900826446,Heidi Fleiss: Hollywood Madam (1995),Documentary,0.081572695035461
97,100,3.22138517618469,City Hall (1996),Drama|Thriller,0.10370456560283688
98,101,3.786295951605398,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,0.14308377659574467
99,102,2.429467871485944,Mr. Wrong (1996),Comedy,0.08738408687943262
100,103,3.2691968225948806,Unforgettable (1996),Mystery|Sci-Fi|Thriller,0.08751285460992908
101,104,3.4170806586659226,Happy Gilmore (1996),Comedy,0.11544459219858155
102,105,3.326299376299376,"Bridges of Madison County, The (1995)",Drama|Romance,0.10154078014184396
103,106,3.444029850746269,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,0.07074179964539005
104,107,3.2153387703889584,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,0.09119680851063829
105,108,3.092,Catwalk (1996),Documentary,0.09863475177304963
106,110,4.042533802004873,Braveheart (1995),Action|Drama|War,0.21696631205673758
107,111,4.110575548384461,Taxi Driver (1976),Crime|Drama|Thriller,0.19291932624113475
108,112,3.412573591253154,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,0.106177304964539
109,113,3.1092745638200183,Before and After (1996),Drama|Mystery,0.08842664007092199
110,114,3.619433198380567,Margaret's Museum (1995),Drama,0.12147340425531915
111,116,3.9373024236037937,Anne Frank Remembered (1995),Documentary,0.11389494680851064
112,117,3.589398734177215,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0.15249601063829787
113,118,3.0110035211267605,If Lucy Fell (1996),Comedy|Romance,0.09748537234042552
114,119,2.772727272727273,"Steal Big, Steal Little (1995)",Comedy,0.08440159574468085
115,120,2.880952380952381,Race the Sun (1996),Adventure|Comedy|Drama,0.1080084219858156
116,121,3.753285543608124,"Boys of St. Vincent, The (1992)",Drama,0.10683820921985815
117,122,2.86766975308642,Boomerang (1992),Comedy|Romance,0.08439450354609929
118,123,3.9692507579038554,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,0.13261258865248227
119,125,3.755685048322911,Flirting With Disaster (1996),Comedy,0.1288741134751773
120,126,2.312136627906977,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,0.0864468085106383
121,128,3.5,Jupiter's Wife (1994),Documentary,0.09954543439716311
122,129,3.163157894736842,Pie in the Sky (1996),Comedy|Romance,0.09922584219858156
123,131,3.2912371134020617,Frankie Starlight (1995),Drama|Romance,0.08562721631205673
124,132,2.773198304286387,Jade (1995),Thriller,0.10216267730496453
125,135,2.9980174464710547,Down Periscope (1996),Comedy,0.08597584219858156
126,136,3.549019607843137,From the Journals of Jean Seberg (1995),Documentary,0.07973093971631205
127,137,3.285398230088496,Man of the Year (1995),Documentary,0.08124113475177305
128,138,3.2846715328467155,"Neon Bible, The (1995)",Drama,0.07801418439716312
129,140,3.2938103686181748,Up Close and Personal (1996),Drama|Romance,0.09255607269503546
130,141,3.5122161671207994,"Birdcage, The (1996)",Comedy,0.10246232269503547
131,144,3.477136514983352,"Brothers McMullen, The (1995)",Comedy,0.1154213209219858
132,145,3.2507724425887266,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,0.11408089539007091
133,146,2.9120689655172414,"Amazing Panda Adventure, The (1995)",Adventure|Children,0.07565070921985814
134,147,3.5829286061194754,"Basketball Diaries, The (1995)",Drama,0.13527593085106382
135,148,2.8893557422969187,"Awfully Big Adventure, An (1995)",Drama,0.10009375
136,149,3.694317140238313,Amateur (1994),Crime|Drama|Thriller,0.11190248226950354
137,150,3.86859786089541,Apollo 13 (1995),Adventure|Drama|IMAX,0.16448515070921987
138,151,3.539037729866836,Rob Roy (1995),Action|Drama|Romance|War,0.11702437943262411
139,152,3.1044546850998462,"Addiction, The (1995)",Drama|Horror,0.0989215425531915
140,153,2.894727234003712,Batman Forever (1995),Action|Adventure|Comedy|Crime,0.10441666666666666
141,154,3.801993355481728,Beauty of the Day (Belle de jour) (1967),Drama,0.12830695921985813
142,155,3.4079153605015677,Beyond Rangoon (1995),Adventure|Drama|War,0.09092132092198581
143,156,3.5279615153337343,Blue in the Face (1995),Comedy|Drama,0.09498670212765957
144,157,2.7846687211093992,Canadian Bacon (1995),Comedy|War,0.10105784574468085
145,158,2.932,Casper (1995),Adventure|Children,0.10898781028368794
146,159,3.4169484361792053,Clockers (1995),Crime|Drama|Mystery,0.11508953900709219
147,160,2.60474440360842,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0.09822517730496454
148,161,3.744201794481124,Crimson Tide (1995),Drama|Thriller|War,0.14330053191489361
149,162,4.009924937447873,Crumb (1994),Documentary,0.1324035904255319
150,163,3.445394874659591,Desperado (1995),Action|Romance|Western,0.13464073581560285
151,164,3.46358511837655,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,0.11591954787234042
152,165,3.489024749558044,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,0.11728435283687944
153,166,2.787692307692308,"Doom Generation, The (1995)",Comedy|Crime|Drama,0.09708820921985814
154,167,3.1645569620253164,Feast of July (1995),Drama,0.09933156028368793
155,168,3.084698775239987,First Knight (1995),Action|Drama|Romance,0.1096114804964539
156,169,2.283650982727814,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,0.09020523049645389
157,170,3.1975873015873018,Hackers (1995),Action|Adventure|Crime|Thriller,0.10609419326241135
158,171,3.603013314646111,Jeffrey (1995),Comedy|Drama,0.10530917553191489
159,172,2.7326066425310875,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,0.12005452127659576
160,173,2.5382845327819648,Judge Dredd (1995),Action|Crime|Sci-Fi,0.12446542553191489
161,174,2.455979284369115,Jury Duty (1995),Comedy,0.08115359042553191
162,175,3.507602582795251,Kids (1995),Drama,0.12393639184397164
163,176,3.854633939906898,Living in Oblivion (1995),Comedy,0.12481294326241134
164,177,2.8859118409680207,Lord of Illusions (1995),Horror,0.1087980939716312
165,178,3.388,Love & Human Remains (1993),Comedy|Drama,0.10264937943262412
166,179,2.750610252237592,Mad Love (1995),Drama|Romance,0.08856804078014184
167,180,3.5872619047619048,Mallrats (1995),Comedy|Romance,0.13459131205673758
168,181,1.9290018832391715,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,0.09826019503546099
169,182,3.091822094691535,Moonlight and Valentino (1995),Drama|Romance,0.08638142730496454
170,183,3.3648208469055376,Mute Witness (1994),Comedy|Horror|Thriller,0.10059352836879433
171,184,3.1036585365853657,Nadja (1994),Drama,0.11102903368794326
172,185,3.1104273295962304,"Net, The (1995)",Action|Crime|Thriller,0.10472273936170212
173,186,2.891730529317412,Nine Months (1995),Comedy|Romance,0.09993262411347517
174,187,3.451219512195122,Party Girl (1995),Comedy,0.09651130319148936
175,188,3.342473979183347,"Prophecy, The (1995)",Fantasy|Horror|Mystery,0.11714804964539006
176,189,3.001488095238096,Reckless (1995),Comedy|Fantasy,0.08576418439716312
177,190,3.566145833333333,Safe (1995),Thriller,0.09286546985815602
178,191,2.676081730769231,"Scarlet Letter, The (1995)",Drama|Romance,0.08873980496453901
179,192,3.0246913580246915,"Show, The (1995)",Documentary,0.10523958333333333
180,193,2.2340568060021435,Showgirls (1995),Drama,0.11031449468085106
181,194,3.84967155128853,Smoke (1995),Comedy|Drama,0.15029166666666666
182,195,3.0894509561998764,Something to Talk About (1995),Comedy|Drama|Romance,0.08021963652482268
183,196,2.8502714998532435,Species (1995),Horror|Sci-Fi,0.12276662234042553
184,197,3.0681818181818183,"Stars Fell on Henrietta, The (1995)",Drama,0.09594703014184397
185,198,3.417095045389916,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0.15039671985815603
186,199,3.783641160949868,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,0.12206272163120567
187,200,2.836283185840708,"Tie That Binds, The (1995)",Thriller,0.07557180851063829
188,201,3.0273972602739727,Three Wishes (1995),Drama|Fantasy,0.08848914007092198
189,202,2.9832904884318765,Total Eclipse (1995),Drama|Romance,0.11636502659574467
190,203,3.1474488856142937,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0.08151551418439716
191,204,2.949130173965207,Under Siege 2: Dark Territory (1995),Action,0.08555119680851064
192,205,3.5158671586715866,Unstrung Heroes (1995),Comedy|Drama,0.1067238475177305
193,206,3.4783236994219653,Unzipped (1995),Documentary,0.0796487145390071
194,207,3.371536756557074,"Walk in the Clouds, A (1995)",Drama|Romance,0.09717508865248227
195,208,2.852097209720972,Waterworld (1995),Action|Adventure|Sci-Fi,0.12974268617021276
196,209,2.835570469798658,White Man's Burden (1995),Drama,0.08474379432624113
197,210,2.8890041493775933,Wild Bill (1995),Western,0.0889720744680851
198,211,3.5958549222797926,"Browning Version, The (1994)",Drama,0.1020144060283688
199,212,2.5782997762863533,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,0.0756848404255319
200,213,4.038461538461538,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,0.12666023936170212
201,214,4.04723991507431,Before the Rain (Pred dozhdot) (1994),Drama|War,0.12293860815602836
202,215,3.838911742707554,Before Sunrise (1995),Drama|Romance,0.12457269503546099
203,216,3.2602082602082603,Billy Madison (1995),Comedy,0.10791312056737588
204,217,2.730276134122288,"Babysitter, The (1995)",Drama|Thriller,0.07903812056737589
205,218,3.2934322033898304,Boys on the Side (1995),Comedy|Drama,0.09404321808510638
206,219,3.6248025276461298,"Cure, The (1995)",Drama,0.10083887411347517
207,220,2.401818181818182,Castle Freak (1995),Horror,0.08754698581560284
208,222,3.537198391420912,Circle of Friends (1995),Drama|Romance,0.1042508865248227
209,223,3.869550538088205,Clerks (1994),Comedy,0.17508643617021277
210,224,3.4445868779862487,Don Juan DeMarco (1995),Comedy|Drama|Romance,0.10313874113475177
211,225,3.288303585531512,Disclosure (1994),Drama|Thriller,0.09567597517730496
212,227,3.06875,Drop Zone (1994),Action|Thriller,0.0794804964539007
213,228,2.687368421052632,Destiny Turns on the Radio (1995),Comedy,0.09383820921985815
214,229,3.562808896210873,Death and the Maiden (1994),Drama|Thriller,0.10895545212765957
215,230,3.5911587040087865,Dolores Claiborne (1995),Drama|Thriller,0.11187389184397163
216,231,2.9524700015583605,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,0.11687544326241134
217,232,4.035609756097561,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,0.13111170212765957
218,233,3.523720529039678,Exotica (1994),Drama,0.10733976063829787
219,234,2.679718568369532,Exit to Eden (1994),Comedy,0.08724290780141844
220,235,3.6636518667397526,Ed Wood (1994),Comedy|Drama,0.14000443262411347
221,236,3.3153499795333605,French Kiss (1995),Action|Comedy|Romance,0.09590979609929078
222,237,3.22454064154469,Forget Paris (1995),Comedy|Romance,0.09704343971631206
223,238,3.1690647482014387,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,0.08463829787234042
224,239,3.0547514159848963,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,0.09172052304964538
225,240,2.909796893667861,Hideaway (1995),Thriller,0.09507136524822694
226,241,3.0320284697508897,Fluke (1995),Children|Drama,0.08661679964539007
227,242,3.386617100371747,Farinelli: il castrato (1994),Drama|Musical,0.11512965425531915
228,243,2.530751708428246,Gordy (1995),Children|Comedy|Fantasy,0.07863475177304964
229,244,2.380701754385965,Gumby: The Movie (1995),Animation|Children,0.08206693262411348
230,245,2.976470588235294,"Glass Shield, The (1994)",Crime|Drama,0.08545478723404255
231,246,4.042896855828221,Hoop Dreams (1994),Documentary,0.12053390957446809
232,247,3.840450462179404,Heavenly Creatures (1994),Crime|Drama,0.1537626329787234
233,248,3.0256248022777603,Houseguest (1994),Comedy,0.0811799645390071
234,249,3.682121212121212,Immortal Beloved (1994),Drama|Romance,0.14303102836879433
235,250,2.9854260089686098,Heavyweights (Heavy Weights) (1995),Children|Comedy,0.07522296099290779
236,251,3.0502577319587627,"Hunted, The (1995)",Action,0.10363364361702126
237,252,3.2227020051618025,I.Q. (1994),Comedy|Romance,0.10171010638297873
238,253,3.4966446604759143,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,0.13376418439716312
239,254,2.8934817170111287,Jefferson in Paris (1995),Drama,0.10142132092198582
240,255,2.287696577243293,"Jerky Boys, The (1995)",Comedy,0.0920540780141844
241,256,2.7282103134479274,Junior (1994),Comedy|Sci-Fi,0.092802304964539
242,257,3.412883757543952,Just Cause (1995),Mystery|Thriller,0.1007329343971631
243,258,2.6467836257309942,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,0.0770979609929078
244,259,3.0756513026052104,Kiss of Death (1995),Crime|Drama|Thriller,0.0928834219858156
245,260,4.190671901948552,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,0.22545323581560284
246,261,3.628918684286679,Little Women (1994),Drama,0.10568949468085106
247,262,3.776025610623666,"Little Princess, A (1995)",Children|Drama,0.10843040780141844
248,263,3.731645569620253,Ladybird Ladybird (1994),Drama,0.09762300531914893
249,264,3.3459119496855347,"Enfer, L' (1994)",Drama,0.1350126329787234
250,265,3.9272651356993737,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,0.13474445921985814
251,266,3.496258734772123,Legends of the Fall (1994),Drama|Romance|War|Western,0.13494680851063828
252,267,2.878428270042194,Major Payne (1995),Comedy,0.0957163120567376
253,268,3.3070054945054945,Little Odessa (1994),Crime|Drama,0.10315403368794326
254,269,3.4775,My Crazy Life (Mi vida loca) (1993),Drama,0.11024734042553191
255,270,3.173764258555133,Love Affair (1994),Drama|Romance,0.08132557624113475
256,271,3.33054892601432,Losing Isaiah (1995),Drama,0.08139428191489362
257,272,3.751746919070004,"Madness of King George, The (1994)",Comedy|Drama,0.12537433510638296
258,273,3.135035021551724,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,0.10514317375886525
259,274,2.871295512277731,Man of the House (1995),Comedy,0.06803479609929076
260,275,2.7247442455242967,Mixed Nuts (1994),Comedy,0.08555452127659574
261,276,2.986261220003664,Milk Money (1994),Comedy|Romance,0.08423758865248226
262,277,3.42335886214442,Miracle on 34th Street (1994),Drama,0.08782978723404256
263,278,3.0216076058772687,Miami Rhapsody (1995),Comedy,0.0843488475177305
264,279,3.699786324786325,My Family (1995),Drama,0.10293860815602837
265,280,3.725705329153605,Murder in the First (1995),Drama|Thriller,0.13310438829787236
266,281,3.670477642276423,Nobody's Fool (1994),Comedy|Drama|Romance,0.11824645390070923
267,282,3.420970752955818,Nell (1994),Drama,0.10697163120567375
268,283,3.0797413793103448,New Jersey Drive (1995),Crime|Drama,0.09004299645390071
269,285,2.331395348837209,Beyond Bedlam (1993),Drama|Horror,0.08257890070921985
270,286,2.041284403669725,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,0.0808843085106383
271,287,3.24468085106383,Nina Takes a Lover (1994),Comedy|Romance,0.09255252659574467
272,288,3.230347310461669,Natural Born Killers (1994),Action|Crime|Thriller,0.13816777482269504
273,289,3.346021303258145,Only You (1994),Comedy|Romance,0.08621542553191489
274,290,3.995299356754082,Once Were Warriors (1994),Crime|Drama,0.15471586879432622
275,291,2.276676829268293,Poison Ivy II (1996),Drama|Thriller,0.09876595744680851
276,292,3.414367903680561,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,0.12391445035460992
277,293,4.050573554487676,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,0.1807409131205674
278,294,3.1762632197414806,"Perez Family, The (1995)",Comedy|Romance,0.08285483156028368
279,295,2.797441364605544,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,0.09195744680851063
280,296,4.174231169217055,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,0.20402659574468085
281,297,3.1146616541353382,Panther (1995),Drama,0.12561125886524824
282,298,3.5040983606557377,Pushing Hands (Tui shou) (1992),Drama,0.09895345744680852
283,299,3.728865194211729,Priest (1994),Drama,0.1165330230496454
284,300,3.666690937333139,Quiz Show (1994),Drama,0.12770124113475176
285,301,3.5277185501066097,Picture Bride (Bijo photo) (1994),Drama|Romance,0.1169011524822695
286,302,3.75,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,0.14165181737588653
287,303,3.0401727861771057,"Quick and the Dead, The (1995)",Action|Thriller|Western,0.0979002659574468
288,304,3.1988950276243093,Roommates (1995),Comedy|Drama,0.08606582446808511
289,305,2.706036745406824,Ready to Wear (Pret-A-Porter) (1994),Comedy,0.08463874113475177
290,306,4.089561500275786,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,0.1414485815602837
291,307,3.9931845416417016,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,0.135302969858156
292,308,3.913249516441006,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,0.12843617021276596
293,309,3.636165577342048,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,0.12110793439716311
294,310,2.76734693877551,Rent-a-Kid (1995),Comedy,0.07594126773049645
295,311,2.6604938271604937,Relative Fear (1994),Horror|Thriller,0.07259219858156027
296,312,2.620377358490566,Stuart Saves His Family (1995),Comedy,0.07844614361702126
297,313,3.02387041773231,"Swan Princess, The (1994)",Animation|Children,0.08471276595744681
298,314,3.8490543161978654,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,0.11605141843971632
299,315,2.9020512361160877,"Specialist, The (1994)",Action|Drama|Thriller,0.08193838652482269
300,316,3.3542249756281644,Stargate (1994),Action|Adventure|Sci-Fi,0.14187854609929076
301,317,3.146079218933449,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,0.09729853723404254
302,318,4.446990499637029,"Shawshank Redemption, The (1994)",Crime|Drama,0.2396511524822695
303,319,3.784470752089137,Shallow Grave (1994),Comedy|Drama|Thriller,0.16691179078014184
304,320,3.249216300940439,Suture (1993),Film-Noir|Thriller,0.11088608156028368
305,321,3.761930585683297,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,0.11444281914893617
306,322,3.6972538513060953,Swimming with Sharks (1995),Comedy|Drama,0.15632468971631205
307,324,3.6865671641791047,"Sum of Us, The (1994)",Comedy|Drama,0.10589960106382978
308,325,2.6462355212355213,National Lampoon's Senior Trip (1995),Comedy,0.10161835106382978
309,326,4.081020255063766,To Live (Huozhe) (1994),Drama,0.14130762411347517
310,327,2.8063276993993576,Tank Girl (1995),Action|Comedy|Sci-Fi,0.09905341312056737
311,328,3.15306963329213,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,0.10239117907801418
312,329,3.3296280866535373,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,0.10117043439716313
313,330,2.8082682291666665,Tales from the Hood (1995),Action|Crime|Horror,0.08122273936170213
314,331,3.2853309481216457,Tom & Viv (1994),Drama,0.10391201241134752
315,332,2.7609112709832133,Village of the Damned (1995),Horror|Sci-Fi,0.08179632092198581
316,333,3.3484765553731077,Tommy Boy (1995),Comedy,0.11008178191489361
317,334,3.81929181929182,Vanya on 42nd Street (1994),Drama,0.09333909574468084
318,335,3.2632241813602016,Underneath (1995),Mystery|Thriller,0.09925265957446808
319,337,3.75583021083832,What's Eating Gilbert Grape (1993),Drama,0.12126152482269502
