,movieId,rating,title,genres,num ratings
58,59,3.56020942408377,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,191
59,60,3.114446380484714,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,6313
60,61,3.3231039017974573,Eye for an Eye (1996),Drama|Thriller,2281
61,62,3.7318249832309993,Mr. Holland's Opus (1995),Drama,19381
62,63,3.06662382176521,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,2334
63,64,2.829817833173538,Two if by Sea (1996),Comedy|Romance,2086
64,65,2.3942228618421053,Bio-Dome (1996),Comedy,4864
65,66,2.144242935470266,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,2371
66,67,3.35,Two Bits (1995),Drama,170
67,68,3.4369951534733443,French Twist (Gazon maudit) (1995),Comedy|Romance,1238
68,69,3.560634328358209,Friday (1995),Comedy,4288
69,70,3.2774543738200124,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,12712
70,71,2.3552123552123554,Fair Game (1995),Action,1295
71,72,3.502439024390244,Kicking and Screaming (1995),Comedy|Drama,1230
72,73,3.8067681895093064,"Misérables, Les (1995)",Drama|War,2955
73,74,3.3022196926579395,Bed of Roses (1996),Drama|Romance,3514
74,75,2.4623655913978495,Big Bully (1996),Comedy|Drama,558
75,76,3.0090236686390535,Screamers (1995),Action|Sci-Fi|Thriller,3380
76,77,3.429864253393665,Nico Icon (1995),Documentary,221
77,78,3.180668841761827,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1226
78,79,3.1285456187895213,"Juror, The (1996)",Drama|Thriller,5535
79,80,3.7243478260869565,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,575
80,81,3.267373013399813,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3209
81,82,4.004925137903862,Antonia's Line (Antonia) (1995),Comedy|Drama,2538
82,83,3.653198653198653,Once Upon a Time... When We Were Colored (1995),Drama|Romance,594
83,84,3.4177215189873418,Last Summer in the Hamptons (1995),Comedy|Drama,158
84,85,3.531134856300663,Angels and Insects (1995),Drama|Romance,2714
85,86,3.483402971216342,White Squall (1996),Action|Adventure|Drama,4308
86,87,2.3596311475409837,Dunston Checks In (1996),Children|Comedy,976
87,88,3.1076274671052633,Black Sheep (1996),Comedy,4864
88,89,3.139821373575608,Nick of Time (1995),Action|Thriller,3247
89,90,3.357476635514019,"Journey of August King, The (1995)",Drama,214
90,92,2.8541033434650456,Mary Reilly (1996),Drama|Horror|Thriller,2303
91,93,2.528738555442523,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1966
92,94,3.526923076923077,Beautiful Girls (1996),Comedy|Drama|Romance,4030
93,95,3.0946435034382915,Broken Arrow (1996),Action|Adventure|Thriller,22104
94,96,3.6873706004140785,In the Bleak Midwinter (1995),Comedy|Drama,483
95,97,3.9964340295466125,"Hate (Haine, La) (1995)",Crime|Drama,1963
96,98,2.4876543209876543,Shopping (1994),Action|Thriller,81
97,99,3.105371900826446,Heidi Fleiss: Hollywood Madam (1995),Documentary,726
98,100,3.22138517618469,City Hall (1996),Drama|Thriller,4115
99,101,3.786295951605398,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,4298
100,102,2.4294678714859437,Mr. Wrong (1996),Comedy,1992
101,103,3.2691968225948806,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1133
102,104,3.4170806586659226,Happy Gilmore (1996),Comedy,17915
103,105,3.326299376299376,"Bridges of Madison County, The (1995)",Drama|Romance,9620
104,106,3.4440298507462686,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,134
105,107,3.2153387703889584,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,6376
106,108,3.092,Catwalk (1996),Documentary,125
107,109,2.0625,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,16
108,110,4.042533802004873,Braveheart (1995),Action|Drama|War,53769
109,111,4.110575548384461,Taxi Driver (1976),Crime|Drama|Thriller,24481
110,112,3.412573591253154,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,11890
111,113,3.1092745638200183,Before and After (1996),Drama|Mystery,1089
112,114,3.619433198380567,Margaret's Museum (1995),Drama,247
113,115,3.4078947368421053,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,38
114,116,3.9373024236037937,Anne Frank Remembered (1995),Documentary,949
115,117,3.589398734177215,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1264
116,118,3.0110035211267605,If Lucy Fell (1996),Comedy|Romance,1136
117,119,2.772727272727273,"Steal Big, Steal Little (1995)",Comedy,264
118,120,2.880952380952381,Race the Sun (1996),Adventure|Comedy|Drama,147
119,121,3.7532855436081243,"Boys of St. Vincent, The (1992)",Drama,837
120,122,2.8676697530864197,Boomerang (1992),Comedy|Romance,3888
121,123,3.9692507579038545,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,2309
122,124,3.498432601880878,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,319
123,125,3.7556850483229107,Flirting With Disaster (1996),Comedy,3518
124,126,2.312136627906977,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1376
125,127,3.2560975609756095,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,41
126,128,3.5,Jupiter's Wife (1994),Documentary,75
127,129,3.163157894736842,Pie in the Sky (1996),Comedy|Romance,190
128,130,3.1153846153846154,Angela (1995),Drama,39
129,131,3.2912371134020617,Frankie Starlight (1995),Drama|Romance,194
130,132,2.773198304286387,Jade (1995),Thriller,2123
131,133,2.6052631578947367,Nueba Yol (1995),Comedy|Drama,19
132,134,3.6527777777777777,Sonic Outlaws (1995),Documentary,36
133,135,2.9980174464710547,Down Periscope (1996),Comedy,6305
134,136,3.549019607843137,From the Journals of Jean Seberg (1995),Documentary,102
135,137,3.2853982300884956,Man of the Year (1995),Documentary,226
136,138,3.2846715328467155,"Neon Bible, The (1995)",Drama,137
137,139,3.073170731707317,Target (1995),Action|Drama,41
138,140,3.2938103686181748,Up Close and Personal (1996),Drama|Romance,5073
139,141,3.5122161671207994,"Birdcage, The (1996)",Comedy,22020
140,142,3.0609756097560976,Shadows (Cienie) (1988),Drama,41
141,143,2.142857142857143,Gospa (1995),Drama,14
142,144,3.4771365149833517,"Brothers McMullen, The (1995)",Comedy,4505
143,145,3.2507724425887266,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,11975
144,146,2.9120689655172414,"Amazing Panda Adventure, The (1995)",Adventure|Children,580
145,147,3.5829286061194754,"Basketball Diaries, The (1995)",Drama,4118
146,148,2.8893557422969187,"Awfully Big Adventure, An (1995)",Drama,357
147,149,3.6943171402383133,Amateur (1994),Crime|Drama|Thriller,1091
148,150,3.86859786089541,Apollo 13 (1995),Adventure|Drama|IMAX,47777
149,151,3.539037729866836,Rob Roy (1995),Action|Drama|Romance|War,12616
150,152,3.1044546850998462,"Addiction, The (1995)",Drama|Horror,651
151,153,2.894727234003712,Batman Forever (1995),Action|Adventure|Comedy|Crime,32867
152,154,3.8019933554817276,Beauty of the Day (Belle de jour) (1967),Drama,3010
153,155,3.4079153605015673,Beyond Rangoon (1995),Adventure|Drama|War,1276
154,156,3.5279615153337343,Blue in the Face (1995),Comedy|Drama,1663
155,157,2.7846687211093992,Canadian Bacon (1995),Comedy|War,2596
156,158,2.932,Casper (1995),Adventure|Children,12625
157,159,3.4169484361792053,Clockers (1995),Crime|Drama|Mystery,2366
158,160,2.6047444036084197,Congo (1995),Action|Adventure|Mystery|Sci-Fi,14965
159,161,3.744201794481124,Crimson Tide (1995),Drama|Thriller|War,23628
160,162,4.009924937447873,Crumb (1994),Documentary,5995
161,163,3.445394874659591,Desperado (1995),Action|Romance|Western,14321
162,164,3.46358511837655,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,4435
163,165,3.4890247495580438,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,33940
164,166,2.787692307692308,"Doom Generation, The (1995)",Comedy|Crime|Drama,650
165,167,3.1645569620253164,Feast of July (1995),Drama,79
166,168,3.084698775239987,First Knight (1995),Action|Drama|Romance,12084
167,169,2.283650982727814,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,3358
168,170,3.1975873015873018,Hackers (1995),Action|Adventure|Crime|Thriller,7875
169,171,3.6030133146461107,Jeffrey (1995),Comedy|Drama,1427
170,172,2.7326066425310875,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,12706
171,173,2.5382845327819648,Judge Dredd (1995),Action|Crime|Sci-Fi,14993
172,174,2.455979284369115,Jury Duty (1995),Comedy,2124
173,175,3.507602582795251,Kids (1995),Drama,4801
174,176,3.854633939906898,Living in Oblivion (1995),Comedy,2363
175,177,2.8859118409680207,Lord of Illusions (1995),Horror,2314
176,178,3.388,Love & Human Remains (1993),Comedy|Drama,500
177,179,2.7506102522375917,Mad Love (1995),Drama|Romance,1229
178,180,3.5872619047619048,Mallrats (1995),Comedy|Romance,8400
179,181,1.9290018832391713,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,2655
180,182,3.091822094691535,Moonlight and Valentino (1995),Drama|Romance,697
181,183,3.3648208469055376,Mute Witness (1994),Comedy|Horror|Thriller,614
182,184,3.1036585365853657,Nadja (1994),Drama,328
183,185,3.1104273295962304,"Net, The (1995)",Action|Crime|Thriller,24618
184,186,2.891730529317412,Nine Months (1995),Comedy|Romance,11222
185,187,3.451219512195122,Party Girl (1995),Comedy,943
186,188,3.342473979183347,"Prophecy, The (1995)",Fantasy|Horror|Mystery,2498
187,189,3.0014880952380953,Reckless (1995),Comedy|Fantasy,336
188,190,3.566145833333333,Safe (1995),Thriller,960
189,191,2.676081730769231,"Scarlet Letter, The (1995)",Drama|Romance,1664
190,192,3.0246913580246915,"Show, The (1995)",Documentary,81
191,193,2.2340568060021435,Showgirls (1995),Drama,7464
192,194,3.84967155128853,Smoke (1995),Comedy|Drama,5937
193,195,3.0894509561998764,Something to Talk About (1995),Comedy|Drama|Romance,3242
194,196,2.8502714998532435,Species (1995),Horror|Sci-Fi,13628
195,197,3.0681818181818183,"Stars Fell on Henrietta, The (1995)",Drama,110
196,198,3.4170950453899156,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,9143
197,199,3.783641160949868,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1516
198,200,2.836283185840708,"Tie That Binds, The (1995)",Thriller,339
199,201,3.0273972602739727,Three Wishes (1995),Drama|Fantasy,365
200,202,2.9832904884318765,Total Eclipse (1995),Drama|Romance,389
201,203,3.1474488856142937,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,5429
202,204,2.949130173965207,Under Siege 2: Dark Territory (1995),Action,8335
203,205,3.5158671586715866,Unstrung Heroes (1995),Comedy|Drama,1355
204,206,3.4783236994219653,Unzipped (1995),Documentary,1038
205,207,3.371536756557074,"Walk in the Clouds, A (1995)",Drama|Romance,5414
206,208,2.8520972097209722,Waterworld (1995),Action|Adventure|Sci-Fi,27775
207,209,2.835570469798658,White Man's Burden (1995),Drama,745
208,210,2.8890041493775933,Wild Bill (1995),Western,482
209,211,3.5958549222797926,"Browning Version, The (1994)",Drama,579
210,212,2.5782997762863533,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,447
211,213,4.038461538461538,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1872
212,214,4.04723991507431,Before the Rain (Pred dozhdot) (1994),Drama|War,942
213,215,3.838911742707554,Before Sunrise (1995),Drama|Romance,5348
214,216,3.2602082602082603,Billy Madison (1995),Comedy,8547
215,217,2.730276134122288,"Babysitter, The (1995)",Drama|Thriller,1014
216,218,3.2934322033898304,Boys on the Side (1995),Comedy|Drama,4248
217,219,3.6248025276461298,"Cure, The (1995)",Drama,633
218,220,2.401818181818182,Castle Freak (1995),Horror,275
219,222,3.5371983914209117,Circle of Friends (1995),Drama|Romance,5968
220,223,3.8695505380882045,Clerks (1994),Comedy,23695
221,224,3.4445868779862487,Don Juan DeMarco (1995),Comedy|Drama|Romance,8581
222,225,3.2883035855315117,Disclosure (1994),Drama|Thriller,12662
223,226,2.8372093023255816,Dream Man (1995),Thriller,43
224,227,3.06875,Drop Zone (1994),Action|Thriller,4640
225,228,2.6873684210526316,Destiny Turns on the Radio (1995),Comedy,475
226,229,3.562808896210873,Death and the Maiden (1994),Drama|Thriller,2428
227,230,3.5911587040087865,Dolores Claiborne (1995),Drama|Thriller,7284
228,231,2.9524700015583605,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,32085
229,232,4.035609756097561,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,6150
230,233,3.523720529039678,Exotica (1994),Drama,3478
231,234,2.679718568369532,Exit to Eden (1994),Comedy,3269
232,235,3.6636518667397526,Ed Wood (1994),Comedy|Drama,16419
233,236,3.3153499795333605,French Kiss (1995),Action|Comedy|Romance,12215
234,237,3.22454064154469,Forget Paris (1995),Comedy|Romance,6422
235,238,3.1690647482014387,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,834
236,239,3.0547514159848963,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3178
237,240,2.9097968936678615,Hideaway (1995),Thriller,837
238,241,3.0320284697508897,Fluke (1995),Children|Drama,562
239,242,3.386617100371747,Farinelli: il castrato (1994),Drama|Musical,1076
240,243,2.530751708428246,Gordy (1995),Children|Comedy|Fantasy,439
241,244,2.380701754385965,Gumby: The Movie (1995),Animation|Children,285
242,245,2.976470588235294,"Glass Shield, The (1994)",Crime|Drama,255
243,246,4.042896855828221,Hoop Dreams (1994),Documentary,10432
244,247,3.840450462179404,Heavenly Creatures (1994),Crime|Drama,7681
245,248,3.0256248022777603,Houseguest (1994),Comedy,3161
246,249,3.682121212121212,Immortal Beloved (1994),Drama|Romance,4950
247,250,2.9854260089686098,Heavyweights (Heavy Weights) (1995),Children|Comedy,892
248,251,3.0502577319587627,"Hunted, The (1995)",Action,388
249,252,3.2227020051618025,I.Q. (1994),Comedy|Romance,10074
250,253,3.4966446604759143,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,27568
251,254,2.8934817170111287,Jefferson in Paris (1995),Drama,629
252,255,2.287696577243293,"Jerky Boys, The (1995)",Comedy,1081
253,256,2.7282103134479274,Junior (1994),Comedy|Sci-Fi,9890
254,257,3.412883757543952,Just Cause (1995),Mystery|Thriller,3811
255,258,2.6467836257309942,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1710
256,259,3.0756513026052104,Kiss of Death (1995),Crime|Drama|Thriller,1996
257,260,4.190671901948552,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,54502
258,261,3.628918684286679,Little Women (1994),Drama,10367
259,262,3.776025610623666,"Little Princess, A (1995)",Children|Drama,4217
260,263,3.731645569620253,Ladybird Ladybird (1994),Drama,395
261,264,3.3459119496855347,"Enfer, L' (1994)",Drama,159
262,265,3.9272651356993737,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,11975
263,266,3.496258734772123,Legends of the Fall (1994),Drama|Romance|War|Western,16171
264,267,2.878428270042194,Major Payne (1995),Comedy,3792
265,268,3.3070054945054945,Little Odessa (1994),Crime|Drama,728
266,269,3.4775,My Crazy Life (Mi vida loca) (1993),Drama,600
267,270,3.173764258555133,Love Affair (1994),Drama|Romance,1315
268,271,3.3305489260143197,Losing Isaiah (1995),Drama,1257
269,272,3.751746919070004,"Madness of King George, The (1994)",Comedy|Drama,7871
270,273,3.135035021551724,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,7424
271,274,2.871295512277731,Man of the House (1995),Comedy,1181
272,275,2.7247442455242967,Mixed Nuts (1994),Comedy,1564
273,276,2.9862612200036636,Milk Money (1994),Comedy|Romance,5459
274,277,3.42335886214442,Miracle on 34th Street (1994),Drama,9140
275,278,3.0216076058772687,Miami Rhapsody (1995),Comedy,1157
276,279,3.699786324786325,My Family (1995),Drama,936
277,280,3.725705329153605,Murder in the First (1995),Drama|Thriller,5104
278,281,3.6704776422764227,Nobody's Fool (1994),Comedy|Drama|Romance,3936
279,282,3.420970752955818,Nell (1994),Drama,11249
280,283,3.0797413793103448,New Jersey Drive (1995),Crime|Drama,232
281,284,2.888888888888889,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,36
282,285,2.3313953488372094,Beyond Bedlam (1993),Drama|Horror,86
283,286,2.041284403669725,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,109
284,287,3.24468085106383,Nina Takes a Lover (1994),Comedy|Romance,329
285,288,3.230347310461669,Natural Born Killers (1994),Action|Crime|Thriller,23610
286,289,3.346021303258145,Only You (1994),Comedy|Romance,3192
287,290,3.995299356754082,Once Were Warriors (1994),Crime|Drama,4042
288,291,2.276676829268293,Poison Ivy II (1996),Drama|Thriller,656
289,292,3.414367903680561,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,26246
290,293,4.050573554487676,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,25804
291,294,3.1762632197414806,"Perez Family, The (1995)",Comedy|Romance,851
292,295,2.7974413646055436,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,469
293,296,4.174231169217055,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,67310
294,297,3.1146616541353382,Panther (1995),Drama,266
295,298,3.5040983606557377,Pushing Hands (Tui shou) (1992),Drama,244
296,299,3.728865194211729,Priest (1994),Drama,2626
297,300,3.666690937333139,Quiz Show (1994),Drama,20601
298,301,3.5277185501066097,Picture Bride (Bijo photo) (1994),Drama|Romance,469
299,302,3.75,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1564
300,303,3.0401727861771057,"Quick and the Dead, The (1995)",Action|Thriller|Western,6945
301,304,3.1988950276243093,Roommates (1995),Comedy|Drama,724
302,305,2.706036745406824,Ready to Wear (Pret-A-Porter) (1994),Comedy,3429
303,306,4.089561500275786,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,7252
304,307,3.9931845416417016,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,6676
305,308,3.913249516441006,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,5170
306,309,3.636165577342048,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,459
307,310,2.76734693877551,Rent-a-Kid (1995),Comedy,245
308,311,2.6604938271604937,Relative Fear (1994),Horror|Thriller,81
309,312,2.620377358490566,Stuart Saves His Family (1995),Comedy,1325
310,313,3.02387041773231,"Swan Princess, The (1994)",Animation|Children,1173
311,314,3.8490543161978663,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,4124
312,315,2.9020512361160873,"Specialist, The (1994)",Action|Drama|Thriller,11164
313,316,3.3542249756281644,Stargate (1994),Action|Adventure|Sci-Fi,31799
314,317,3.1460792189334486,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,16183
315,318,4.446990499637029,"Shawshank Redemption, The (1994)",Crime|Drama,63366
316,319,3.7844707520891365,Shallow Grave (1994),Comedy|Drama|Thriller,7180
317,320,3.249216300940439,Suture (1993),Film-Noir|Thriller,319
318,321,3.761930585683297,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,922
319,322,3.6972538513060953,Swimming with Sharks (1995),Comedy|Drama,2986
320,324,3.6865671641791047,"Sum of Us, The (1994)",Comedy|Drama,469
321,325,2.6462355212355213,National Lampoon's Senior Trip (1995),Comedy,1036
322,326,4.081020255063766,To Live (Huozhe) (1994),Drama,1333
323,327,2.8063276993993576,Tank Girl (1995),Action|Comedy|Sci-Fi,7159
324,328,3.15306963329213,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,2427
325,329,3.3296280866535373,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,26404
326,330,2.8082682291666665,Tales from the Hood (1995),Action|Crime|Horror,1536
327,331,3.2853309481216457,Tom & Viv (1994),Drama,559
328,332,2.7609112709832133,Village of the Damned (1995),Horror|Sci-Fi,2085
329,333,3.3484765553731073,Tommy Boy (1995),Comedy,10962
330,334,3.8192918192918195,Vanya on 42nd Street (1994),Drama,1638
331,335,3.2632241813602016,Underneath (1995),Mystery|Thriller,397
332,336,2.8508474576271188,"Walking Dead, The (1995)",Drama|War,295
333,337,3.75583021083832,What's Eating Gilbert Grape (1993),Drama,17881
334,338,2.994733447979364,Virtuosity (1995),Action|Sci-Fi|Thriller,4652
335,339,3.500344619626088,While You Were Sleeping (1995),Comedy|Romance,23214
336,340,3.3752556237218814,"War, The (1994)",Adventure|Drama|War,1467
337,341,3.59375,Double Happiness (1994),Drama,400
338,342,3.5099657827202737,Muriel's Wedding (1994),Comedy,11690
339,343,2.6461456102783725,"Baby-Sitters Club, The (1995)",Children,934
340,344,2.9823418615601947,Ace Ventura: Pet Detective (1994),Comedy,38226
341,345,3.6495830100853373,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,10312
342,346,3.429140832595217,Backbeat (1993),Drama|Musical,1129
343,347,3.4121271076523993,Bitter Moon (1992),Drama|Film-Noir|Romance,1542
344,348,3.700734013436178,Bullets Over Broadway (1994),Comedy,8038
345,349,3.6603090866051198,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,29571
346,350,3.4674098402071625,"Client, The (1994)",Drama|Mystery|Thriller,15833
347,351,3.304745023179711,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3667
348,352,3.2598659717051377,Crooklyn (1994),Comedy|Drama,1343
349,353,3.513586298717018,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,16524
350,354,3.1576394502829426,Cobb (1994),Drama,1237
351,355,2.433494315323473,"Flintstones, The (1994)",Children|Comedy|Fantasy,9939
352,356,4.029000181345584,Forrest Gump (1994),Comedy|Drama|Romance|War,66172
353,357,3.6511065381421712,Four Weddings and a Funeral (1994),Comedy|Romance,27699
354,358,3.249450065992081,Higher Learning (1995),Drama,2273
355,359,3.292418772563177,I Like It Like That (1994),Comedy|Drama|Romance,277
356,360,2.733698238933841,I Love Trouble (1994),Action|Comedy,2101
357,361,3.3380733026236733,It Could Happen to You (1994),Comedy|Drama|Romance,4993
358,362,3.397168698387731,"Jungle Book, The (1994)",Adventure|Children|Romance,7629
359,363,3.9937791601866253,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,643
360,364,3.779090046420969,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,38991
361,365,3.176986301369863,Little Buddha (1993),Drama,1825
362,366,2.956240487062405,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,2628
363,367,3.1747178920428105,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,34384
364,368,3.410737310983472,Maverick (1994),Adventure|Comedy|Western,17062
365,369,3.3151785714285715,Mrs. Parker and the Vicious Circle (1994),Drama,1120
366,370,2.9555080288899798,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,14261
367,371,3.25863667980524,"Paper, The (1994)",Comedy|Drama,4313
368,372,3.252059925093633,Reality Bites (1994),Comedy|Drama|Romance,8010
369,373,3.7819676779132405,Red Rock West (1992),Thriller,3527
